;office_name;county_id;candidate_name;party_affiliation;num_precincts_reporting;total_num_precincts_voting;candidate_votes;candidate_percent_vote
1132;COUNTY COMMISSIONER DISTRICT 4;46;REX W OBERHELMAN;NP;37;37;553;28.58
1133;COUNTY COMMISSIONER DISTRICT 4;46;DAN SCHMIDTKE;NP;37;37;1381;71.37
1134;COUNTY COMMISSIONER DISTRICT 4;46;WRITE-IN (TOTAL);WI;37;37;1;0.05
1135;COUNTY AUDITOR/TREASURER;46;JAMES FORSHEE;NP;37;37;4515;49.89
1136;COUNTY AUDITOR/TREASURER;46;JAMES HALLSTROM;NP;37;37;4502;49.75
1137;COUNTY AUDITOR/TREASURER;46;WRITE-IN (TOTAL);WI;37;37;33;0.36
1138;COUNTY RECORDER;46;KAY WRUCKE;NP;37;37;8232;99.65
1139;COUNTY RECORDER;46;WRITE-IN (TOTAL);WI;37;37;29;0.35
1140;COUNTY SHERIFF;46;BOB MESCHKE;NP;37;37;4059;43.31
1141;COUNTY SHERIFF;46;BRAD GERHARDT;NP;37;37;5305;56.61
1142;COUNTY SHERIFF;46;WRITE-IN (TOTAL);WI;37;37;7;0.07
1143;COUNTY ATTORNEY;46;MATTHEW NIELSEN;NP;37;37;3822;41.14
1144;COUNTY ATTORNEY;46;TERRY W. VIESSELMAN;NP;37;37;5466;58.84
1145;COUNTY ATTORNEY;46;WRITE-IN (TOTAL);WI;37;37;2;0.02
1146;COUNTY SURVEYOR;46;JOHN MADSEN;NP;37;37;8357;99.59
1147;COUNTY SURVEYOR;46;WRITE-IN (TOTAL);WI;37;37;34;0.41
1148;SOIL AND WATER SUPERVISOR DISTRICT 2;46;ROBERT (BOB)  PAVIK;NP;37;37;8097;99.86
1149;SOIL AND WATER SUPERVISOR DISTRICT 2;46;WRITE-IN (TOTAL);WI;37;37;11;0.14
1150;SOIL AND WATER SUPERVISOR DISTRICT 4;46;CLAIR SCHMIDT JR.;NP;37;37;3671;44.39
1151;SOIL AND WATER SUPERVISOR DISTRICT 4;46;WENDELL P. RODE;NP;37;37;4589;55.49
1152;SOIL AND WATER SUPERVISOR DISTRICT 4;46;WRITE-IN (TOTAL);WI;37;37;10;0.12
1153;SOIL AND WATER SUPERVISOR DISTRICT 5;46;STEVEN O. FLOHRS;NP;37;37;7973;99.79
1154;SOIL AND WATER SUPERVISOR DISTRICT 5;46;WRITE-IN (TOTAL);WI;37;37;17;0.21
1155;COUNTY COMMISSIONER DISTRICT 1;47;DALE W. SMOLNISKY;NP;30;30;689;39.85
1156;COUNTY COMMISSIONER DISTRICT 1;47;JAMES SWENSON;NP;30;30;1013;58.59
1157;COUNTY COMMISSIONER DISTRICT 1;47;WRITE-IN (TOTAL);WI;30;30;27;1.56
1158;COUNTY COMMISSIONER DISTRICT 2;47;DAVID V. GABRIELSON;NP;30;30;1229;62.04
1159;COUNTY COMMISSIONER DISTRICT 2;47;WRITE-IN (TOTAL);WI;30;30;752;37.96
1160;COUNTY COMMISSIONER DISTRICT 3;47;STAN RADUNZ;NP;30;30;987;43.21
1161;COUNTY COMMISSIONER DISTRICT 3;47;AMY P. WILDE;NP;30;30;1284;56.22
1162;COUNTY COMMISSIONER DISTRICT 3;47;WRITE-IN (TOTAL);WI;30;30;13;0.57
1163;COUNTY COMMISSIONER DISTRICT 4;47;HUGH WAGNER;NP;30;30;1761;98.55
1164;COUNTY COMMISSIONER DISTRICT 4;47;WRITE-IN (TOTAL);WI;30;30;26;1.46
1165;COUNTY COMMISSIONER DISTRICT 5;47;RON KUTZKE;NP;30;30;1760;96.54
1166;COUNTY COMMISSIONER DISTRICT 5;47;WRITE-IN (TOTAL);WI;30;30;63;3.46
1167;COUNTY AUDITOR;47;BARBARA LOCH;NP;30;30;9055;99.62
1168;COUNTY AUDITOR;47;WRITE-IN (TOTAL);WI;30;30;35;0.39
1169;COUNTY TREASURER;47;SHARON M. EUERLE;NP;30;30;9333;99.72
1170;COUNTY TREASURER;47;WRITE-IN (TOTAL);WI;30;30;26;0.28
1171;COUNTY RECORDER;47;ELAINE LENHARD;NP;30;30;9056;99.74
1172;COUNTY RECORDER;47;WRITE-IN (TOTAL);WI;30;30;24;0.26
1173;COUNTY SHERIFF;47;MIKE HIRMAN;NP;30;30;6359;62.42
1174;COUNTY SHERIFF;47;MARK S. SHOUTZ;NP;30;30;3815;37.45
1175;COUNTY SHERIFF;47;WRITE-IN (TOTAL);WI;30;30;13;0.13
1176;COUNTY ATTORNEY;47;MICHAEL J. THOMPSON;NP;30;30;8924;99.14
1177;COUNTY ATTORNEY;47;WRITE-IN (TOTAL);WI;30;30;77;0.86
1178;SOIL AND WATER SUPERVISOR DISTRICT 3;47;DOUGLAS CARLSON;NP;30;30;8929;99.63
1179;SOIL AND WATER SUPERVISOR DISTRICT 3;47;WRITE-IN (TOTAL);WI;30;30;33;0.37
1180;SOIL AND WATER SUPERVISOR DISTRICT 5;47;DAN BARKA;NP;30;30;9022;99.7
1181;SOIL AND WATER SUPERVISOR DISTRICT 5;47;WRITE-IN (TOTAL);WI;30;30;27;0.3
1182;COUNTY COMMISSIONER DISTRICT 1;48;RICHARD "DICK" SATTERSTROM;NP;25;25;793;56
1183;COUNTY COMMISSIONER DISTRICT 1;48;JOHN "DALE" DUNHAM;NP;25;25;616;43.5
1184;COUNTY COMMISSIONER DISTRICT 1;48;WRITE-IN (TOTAL);WI;25;25;7;0.49
1185;COUNTY COMMISSIONER DISTRICT 2;48;DAVE TELLINGHUISEN;NP;25;25;1060;49.46
1186;COUNTY COMMISSIONER DISTRICT 2;48;ROGER C NESKE;NP;25;25;1067;49.79
1187;COUNTY COMMISSIONER DISTRICT 2;48;WRITE-IN (TOTAL);WI;25;25;16;0.75
1188;COUNTY COMMISSIONER DISTRICT 3;48;RICHARD A KNOLL;NP;25;25;526;28.23
1189;COUNTY COMMISSIONER DISTRICT 3;48;PHIL PETERSON;NP;25;25;1327;71.23
1190;COUNTY COMMISSIONER DISTRICT 3;48;WRITE-IN (TOTAL);WI;25;25;10;0.54
1191;COUNTY COMMISSIONER DISTRICT 4;48;E.A. "STUB"  STRELOW;NP;25;25;873;44.63
1192;COUNTY COMMISSIONER DISTRICT 4;48;ROBERT HOEFERT;NP;25;25;1065;54.45
1193;COUNTY COMMISSIONER DISTRICT 4;48;WRITE-IN (TOTAL);WI;25;25;18;0.92
1194;COUNTY COMMISSIONER DISTRICT 5;48;BOB SZROT;NP;25;25;601;28.52
1195;COUNTY COMMISSIONER DISTRICT 5;48;FRANK COURTEAU;NP;25;25;1495;70.95
1196;COUNTY COMMISSIONER DISTRICT 5;48;WRITE-IN (TOTAL);WI;25;25;11;0.52
1197;COUNTY AUDITOR/TREASURER;48;PHILIP THOMPSON;NP;25;25;8776;99.32
1198;COUNTY AUDITOR/TREASURER;48;WRITE-IN (TOTAL);WI;25;25;60;0.68
1199;COUNTY RECORDER;48;SHARON KLEINGARTNER;NP;25;25;8640;99.45
1200;COUNTY RECORDER;48;WRITE-IN (TOTAL);WI;25;25;48;0.55
1201;COUNTY SHERIFF;48;BRENT C LINDGREN;NP;25;25;5872;58.66
1202;COUNTY SHERIFF;48;MIKE MOTT;NP;25;25;4117;41.13
1203;COUNTY SHERIFF;48;WRITE-IN (TOTAL);WI;25;25;21;0.21
1204;COUNTY ATTORNEY;48;TODD PIERCE;NP;25;25;4433;46.09
1205;COUNTY ATTORNEY;48;JANICE "JAN" KOLB;NP;25;25;5153;53.57
1206;COUNTY ATTORNEY;48;WRITE-IN (TOTAL);WI;25;25;33;0.34
1207;SOIL AND WATER SUPERVISOR DISTRICT 3;48;RAY SCHULTZ;NP;25;25;8378;99.37
1208;SOIL AND WATER SUPERVISOR DISTRICT 3;48;WRITE-IN (TOTAL);WI;25;25;53;0.63
1209;SOIL AND WATER SUPERVISOR DISTRICT 5;48;MARCELLA HOEFERT;NP;25;25;8270;99.38
1210;SOIL AND WATER SUPERVISOR DISTRICT 5;48;WRITE-IN (TOTAL);WI;25;25;52;0.62
1211;COUNTY COMMISSIONER DISTRICT 4;49;ALLEN E. SCHRAUT;NP;49;49;668;25.67
1212;COUNTY COMMISSIONER DISTRICT 4;49;DON MEYER;NP;49;49;1917;73.67
1213;COUNTY COMMISSIONER DISTRICT 4;49;WRITE-IN (TOTAL);WI;49;49;17;0.65
1214;COUNTY COMMISSIONER DISTRICT 5;49;ROMAN WITUCKI;NP;49;49;1135;39.64
1215;COUNTY COMMISSIONER DISTRICT 5;49;BILL BLOCK;NP;49;49;1718;60.01
1216;COUNTY COMMISSIONER DISTRICT 5;49;WRITE-IN (TOTAL);WI;49;49;10;0.35
1217;COUNTY AUDITOR;49;RUSS NYGREN;NP;49;49;12309;99.17
1218;COUNTY AUDITOR;49;WRITE-IN (TOTAL);WI;49;49;103;0.83
1219;COUNTY TREASURER;49;CAROLE SPECKER;NP;49;49;12404;99.68
1220;COUNTY TREASURER;49;WRITE-IN (TOTAL);WI;49;49;40;0.32
1221;COUNTY RECORDER;49;BUNNY M. JOHNSTON;NP;49;49;12022;99.51
1222;COUNTY RECORDER;49;WRITE-IN (TOTAL);WI;49;49;59;0.49
1223;COUNTY SHERIFF;49;MICHEL WETZEL;NP;49;49;7752;54.1
1224;COUNTY SHERIFF;49;PAUL M. TSCHIDA;NP;49;49;6555;45.75
1225;COUNTY SHERIFF;49;WRITE-IN (TOTAL);WI;49;49;22;0.15
1226;COUNTY ATTORNEY;49;CONRAD FREEBERG;NP;49;49;11782;98.76
1227;COUNTY ATTORNEY;49;WRITE-IN (TOTAL);WI;49;49;148;1.24
1228;SOIL AND WATER SUPERVISOR DISTRICT 3;49;DARYL BRINKS;NP;49;49;5659;47.76
1229;SOIL AND WATER SUPERVISOR DISTRICT 3;49;CLAUDE DAHMEN;NP;49;49;6157;51.96
1230;SOIL AND WATER SUPERVISOR DISTRICT 3;49;WRITE-IN (TOTAL);WI;49;49;33;0.28
1231;SOIL AND WATER SUPERVISOR DISTRICT 4;49;MARVIN J. STANGL;NP;49;49;11595;99.39
1232;SOIL AND WATER SUPERVISOR DISTRICT 4;49;WRITE-IN (TOTAL);WI;49;49;71;0.61
1233;COUNTY COMMISSIONER DISTRICT 3;50;DAVID HILLIER;NP;39;39;3078;98.15
1234;COUNTY COMMISSIONER DISTRICT 3;50;WRITE-IN (TOTAL);WI;39;39;58;1.85
1235;COUNTY COMMISSIONER DISTRICT 4;50;DICK LANG;NP;39;39;1411;52.01
1236;COUNTY COMMISSIONER DISTRICT 4;50;LEN MILLER;NP;39;39;1294;47.7
1237;COUNTY COMMISSIONER DISTRICT 4;50;WRITE-IN (TOTAL);WI;39;39;8;0.29
1238;COUNTY COMMISSIONER DISTRICT 5;50;HARRY W. WILLMOTT;NP;39;39;1137;40.05
1239;COUNTY COMMISSIONER DISTRICT 5;50;GARRY E. ELLINGSON;NP;39;39;1698;59.81
1240;COUNTY COMMISSIONER DISTRICT 5;50;WRITE-IN (TOTAL);WI;39;39;4;0.14
1241;COUNTY AUDITOR;50;SHERWOOD W. "WOODY" VEREIDE;NP;39;39;14263;99.69
1242;COUNTY AUDITOR;50;WRITE-IN (TOTAL);WI;39;39;44;0.31
1243;COUNTY TREASURER;50;LYNN W. KOCH;NP;39;39;6804;44.29
1244;COUNTY TREASURER;50;DOUG GROH;NP;39;39;8543;55.61
1245;COUNTY TREASURER;50;WRITE-IN (TOTAL);WI;39;39;15;0.1
1246;COUNTY RECORDER;50;SUSAN M. DAVIS;NP;39;39;14133;99.78
1247;COUNTY RECORDER;50;WRITE-IN (TOTAL);WI;39;39;31;0.22
1248;COUNTY SHERIFF;50;CLENNON TODD A.;NP;39;39;6224;38.82
1249;COUNTY SHERIFF;50;TERESE AMAZI;NP;39;39;9787;61.05
1250;COUNTY SHERIFF;50;WRITE-IN (TOTAL);WI;39;39;20;0.12
1251;COUNTY ATTORNEY;50;PATRICK A. OMAN;NP;39;39;7503;47.92
1252;COUNTY ATTORNEY;50;PATRICK FLANAGAN;NP;39;39;8132;51.94
1253;COUNTY ATTORNEY;50;WRITE-IN (TOTAL);WI;39;39;22;0.14
1254;SOIL AND WATER SUPERVISOR DISTRICT 3;50;STANLEY C. BERGAN;NP;39;39;13994;99.74
1255;SOIL AND WATER SUPERVISOR DISTRICT 3;50;WRITE-IN (TOTAL);WI;39;39;36;0.26
1256;SOIL AND WATER SUPERVISOR DISTRICT 4;50;WILLIAM E. LONERGAN JR;NP;39;39;13603;97.35
1257;SOIL AND WATER SUPERVISOR DISTRICT 4;50;WRITE-IN (TOTAL);WI;39;39;371;2.65
1258;COUNTY COMMISSIONER DISTRICT 3;51;LYLE ONKEN;NP;29;29;678;86.7
1259;COUNTY COMMISSIONER DISTRICT 3;51;WRITE-IN (TOTAL);WI;29;29;104;13.3
1260;COUNTY COMMISSIONER DISTRICT 4;51;ALFRED GERTSEMA;NP;29;29;822;76.11
1261;COUNTY COMMISSIONER DISTRICT 4;51;WRITE-IN (TOTAL);WI;29;29;258;23.89
1262;COUNTY AUDITOR/TREASURER;51;GARY D.  SPAETH;NP;29;29;4205;97.9
1263;COUNTY AUDITOR/TREASURER;51;WRITE-IN (TOTAL);WI;29;29;90;2.1
1264;COUNTY RECORDER;51;JIM JOHNSON;NP;29;29;4295;99.68
1265;COUNTY RECORDER;51;WRITE-IN (TOTAL);WI;29;29;14;0.32
1266;COUNTY SHERIFF;51;STEVE  TELKAMP;NP;29;29;3042;65.07
1267;COUNTY SHERIFF;51;RONALD E. MCKENZIE;NP;29;29;1625;34.76
1268;COUNTY SHERIFF;51;WRITE-IN (TOTAL);WI;29;29;8;0.17
1269;COUNTY ATTORNEY;51;PAUL M. MALONE;NP;29;29;4281;98.66
1270;COUNTY ATTORNEY;51;WRITE-IN (TOTAL);WI;29;29;58;1.34
1271;SOIL AND WATER SUPERVISOR DISTRICT 1;51;WRITE-IN (TOTAL);WI;29;29;309;100
1272;SOIL AND WATER SUPERVISOR DISTRICT 2;51;GARY L. BRINKS;NP;29;29;4183;99.81
1273;SOIL AND WATER SUPERVISOR DISTRICT 2;51;WRITE-IN (TOTAL);WI;29;29;8;0.19
1274;COUNTY COMMISSIONER DISTRICT 1;52;JUDY D HANSON;NP;32;33;2435;98.82
1275;COUNTY COMMISSIONER DISTRICT 1;52;WRITE-IN (TOTAL);WI;32;33;29;1.18
1276;COUNTY COMMISSIONER DISTRICT 2;52;ADAM GLEISNER;NP;32;33;600;29.82
1277;COUNTY COMMISSIONER DISTRICT 2;52;JAMES STENSON;NP;32;33;1392;69.18
1278;COUNTY COMMISSIONER DISTRICT 2;52;WRITE-IN (TOTAL);WI;32;33;20;0.99
1279;COUNTY COMMISSIONER DISTRICT 3;52;JACK KOLARS;NP;32;33;2378;99.08
1280;COUNTY COMMISSIONER DISTRICT 3;52;WRITE-IN (TOTAL);WI;32;33;22;0.92
1281;COUNTY COMMISSIONER DISTRICT 4;52;DAVID L DEHEN;NP;32;33;2435;99.19
1282;COUNTY COMMISSIONER DISTRICT 4;52;WRITE-IN (TOTAL);WI;32;33;20;0.81
1283;COUNTY COMMISSIONER DISTRICT 5;52;PAUL ENGEL;NP;32;33;1481;52.13
1284;COUNTY COMMISSIONER DISTRICT 5;52;LAVONNE C CRAIG;NP;32;33;1025;36.08
1285;COUNTY COMMISSIONER DISTRICT 5;52;WRITE-IN (TOTAL);WI;32;33;335;11.79
1286;COUNTY AUDITOR;52;ROBERT "BOB" BRUNS;NP;32;33;12243;99.26
1287;COUNTY AUDITOR;52;WRITE-IN (TOTAL);WI;32;33;91;0.74
1288;COUNTY TREASURER;52;MYRNA  SCHOEB;NP;32;33;12456;99.54
1289;COUNTY TREASURER;52;WRITE-IN (TOTAL);WI;32;33;58;0.46
1290;COUNTY RECORDER;52;KATHRYN CONLON;NP;32;33;12112;99.75
1291;COUNTY RECORDER;52;WRITE-IN (TOTAL);WI;32;33;30;0.25
1292;COUNTY SHERIFF;52;DAVE LANGE;NP;32;33;8987;65.36
1293;COUNTY SHERIFF;52;MARC CHADDERDON;NP;32;33;4724;34.36
1294;COUNTY SHERIFF;52;WRITE-IN (TOTAL);WI;32;33;38;0.28
1295;COUNTY ATTORNEY;52;MIKE RILEY;NP;32;33;12138;99.66
1296;COUNTY ATTORNEY;52;WRITE-IN (TOTAL);WI;32;33;42;0.34
1297;SOIL AND WATER SUPERVISOR DISTRICT 2;52;WILLIAM M HOHENSTEIN;NP;32;33;12036;99.55
1298;SOIL AND WATER SUPERVISOR DISTRICT 2;52;WRITE-IN (TOTAL);WI;32;33;55;0.45
1299;SOIL AND WATER SUPERVISOR DISTRICT 5;52;JOHN H KRAL;NP;32;33;11962;99.63
1300;SOIL AND WATER SUPERVISOR DISTRICT 5;52;WRITE-IN (TOTAL);WI;32;33;44;0.37
1301;COUNTY SURVEYOR;52;WRITE-IN (TOTAL);WI;32;33;0;0
1302;COUNTY COMMISSIONER DISTRICT 1;53;MARVIN ZYLSTRA;NP;40;40;953;62.74
1303;COUNTY COMMISSIONER DISTRICT 1;53;MICHAEL A. PEIL;NP;40;40;566;37.26
1304;COUNTY COMMISSIONER DISTRICT 1;53;WRITE-IN (TOTAL);WI;40;40;0;0
1305;COUNTY COMMISSIONER DISTRICT 3;53;JOE POSPISIL;NP;40;40;750;47.65
1306;COUNTY COMMISSIONER DISTRICT 3;53;DAVID BENSON;NP;40;40;816;51.84
1307;COUNTY COMMISSIONER DISTRICT 3;53;WRITE-IN (TOTAL);WI;40;40;8;0.51
1308;COUNTY COMMISSIONER DISTRICT 4;53;NORMAN G. GALLAGHER;NP;40;40;1441;99.04
1309;COUNTY COMMISSIONER DISTRICT 4;53;WRITE-IN (TOTAL);WI;40;40;14;0.96
1310;COUNTY AUDITOR/TREASURER;53;SHARON A. BALSTER;NP;40;40;7935;99.65
1311;COUNTY AUDITOR/TREASURER;53;WRITE-IN (TOTAL);WI;40;40;28;0.35
1312;COUNTY RECORDER;53;JOYCE HOWARD;NP;40;40;3246;39.23
1313;COUNTY RECORDER;53;LYNN M. WILSON;NP;40;40;5024;60.72
1314;COUNTY RECORDER;53;WRITE-IN (TOTAL);WI;40;40;4;0.05
1315;COUNTY SHERIFF;53;JAY CLARKE;NP;40;40;2813;33.23
1316;COUNTY SHERIFF;53;KENT W. WILKENING;NP;40;40;5645;66.68
1317;COUNTY SHERIFF;53;WRITE-IN (TOTAL);WI;40;40;8;0.09
1318;COUNTY ATTORNEY;53;GORDON L. MOORE;NP;40;40;7653;99.26
1319;COUNTY ATTORNEY;53;WRITE-IN (TOTAL);WI;40;40;57;0.74
1320;SOIL AND WATER SUPERVISOR DISTRICT 4;53;MIKE PERKINS;NP;40;40;7497;99.71
1321;SOIL AND WATER SUPERVISOR DISTRICT 4;53;WRITE-IN (TOTAL);WI;40;40;22;0.29
1322;SOIL AND WATER SUPERVISOR DISTRICT 5;53;PAUL W. LANGSETH;NP;40;40;7560;99.5
1323;SOIL AND WATER SUPERVISOR DISTRICT 5;53;WRITE-IN (TOTAL);WI;40;40;38;0.5
1324;COUNTY COMMISSIONER DISTRICT 2;54;WARREN OLSON;NP;33;33;593;99.66
1325;COUNTY COMMISSIONER DISTRICT 2;54;WRITE-IN (TOTAL);WI;33;33;2;0.34
1326;COUNTY COMMISSIONER DISTRICT 4;54;DARIN R RAMEY;NP;33;33;230;28.86
1327;COUNTY COMMISSIONER DISTRICT 4;54;LEE ANN KONKIN;NP;33;33;566;71.02
1328;COUNTY COMMISSIONER DISTRICT 4;54;WRITE-IN (TOTAL);WI;33;33;1;0.13
1329;COUNTY AUDITOR/TREASURER;54;RICHARD D MUNTER;NP;33;33;3131;99.78
1330;COUNTY AUDITOR/TREASURER;54;WRITE-IN (TOTAL);WI;33;33;7;0.22
1331;COUNTY RECORDER;54;KARI AANENSON;NP;33;33;3105;99.94
1332;COUNTY RECORDER;54;WRITE-IN (TOTAL);WI;33;33;2;0.06
1333;COUNTY SHERIFF;54;MYRON THRONSON;NP;33;33;3099;98.79
1334;COUNTY SHERIFF;54;WRITE-IN (TOTAL);WI;33;33;38;1.21
1335;COUNTY ATTORNEY;54;THOMAS A. OPHEIM;NP;33;33;1679;51.06
1336;COUNTY ATTORNEY;54;SUSAN RANTALA NELSON;NP;33;33;1584;48.18
1337;COUNTY ATTORNEY;54;WRITE-IN (TOTAL);WI;33;33;25;0.76
1338;SOIL AND WATER SUPERVISOR DISTRICT 2;54;MARK NYGAARD;NP;33;33;1617;56.36
1339;SOIL AND WATER SUPERVISOR DISTRICT 2;54;GENE UELAND;NP;33;33;1243;43.33
1340;SOIL AND WATER SUPERVISOR DISTRICT 2;54;WRITE-IN (TOTAL);WI;33;33;9;0.31
1341;SOIL AND WATER SUPERVISOR DISTRICT 1;54;KELLY SKAURUD;NP;33;33;2913;99.39
1342;SOIL AND WATER SUPERVISOR DISTRICT 1;54;WRITE-IN (TOTAL);WI;33;33;18;0.61
1343;COUNTY COMMISSIONER DISTRICT 1;55;MIKE PODULKE;NP;73;75;4325;98.61
1344;COUNTY COMMISSIONER DISTRICT 1;55;WRITE-IN (TOTAL);WI;73;75;61;1.39
1345;COUNTY COMMISSIONER DISTRICT 2;55;KENNETH W. BROWN;NP;73;75;2876;51.33
1346;COUNTY COMMISSIONER DISTRICT 2;55;JEFFREY D.  GUSTAFSON;NP;73;75;2716;48.47
1347;COUNTY COMMISSIONER DISTRICT 2;55;WRITE-IN (TOTAL);WI;73;75;11;0.2
1348;COUNTY COMMISSIONER DISTRICT 3;55;JOE ERICKSEN;NP;73;75;1669;32.63
1349;COUNTY COMMISSIONER DISTRICT 3;55;PAUL F. WILSON;NP;73;75;3434;67.14
1350;COUNTY COMMISSIONER DISTRICT 3;55;WRITE-IN (TOTAL);WI;73;75;12;0.23
1351;COUNTY COMMISSIONER DISTRICT 4;55;MATT FLYNN;NP;73;75;6741;99.6
1352;COUNTY COMMISSIONER DISTRICT 4;55;WRITE-IN (TOTAL);WI;73;75;27;0.4
1353;COUNTY COMMISSIONER DISTRICT 5;55;JAMES BIER;NP;73;75;4442;59.13
1354;COUNTY COMMISSIONER DISTRICT 5;55;PATRICK J. (PAT) FARRELL;NP;73;75;3056;40.68
1355;COUNTY COMMISSIONER DISTRICT 5;55;WRITE-IN (TOTAL);WI;73;75;14;0.19
1356;COUNTY COMMISSIONER DISTRICT 6;55;FRANK J. BORCHARDT;NP;73;75;2744;39.43
1357;COUNTY COMMISSIONER DISTRICT 6;55;JEAN MICHAELS;NP;73;75;4204;60.41
1358;COUNTY COMMISSIONER DISTRICT 6;55;WRITE-IN (TOTAL);WI;73;75;11;0.16
1359;COUNTY COMMISSIONER DISTRICT 7;55;JEFF THOMPSON;NP;73;75;6732;99.37
1360;COUNTY COMMISSIONER DISTRICT 7;55;WRITE-IN (TOTAL);WI;73;75;43;0.63
1361;COUNTY SHERIFF;55;STEVEN C.  BORCHARDT;NP;73;75;44134;99.41
1362;COUNTY SHERIFF;55;WRITE-IN (TOTAL);WI;73;75;263;0.59
1363;COUNTY ATTORNEY;55;FRED SUHLER;NP;73;75;15372;36.41
1364;COUNTY ATTORNEY;55;RAYMOND F.  SCHMITZ;NP;73;75;26739;63.33
1365;COUNTY ATTORNEY;55;WRITE-IN (TOTAL);WI;73;75;112;0.27
1366;SOIL AND WATER SUPERVISOR DISTRICT 1;55;WRITE-IN (TOTAL);WI;73;75;4232;100
1367;SOIL AND WATER SUPERVISOR DISTRICT 2;55;PAUL  UECKER;NP;73;75;36186;99.68
1368;SOIL AND WATER SUPERVISOR DISTRICT 2;55;WRITE-IN (TOTAL);WI;73;75;116;0.32
1369;SOIL AND WATER SUPERVISOR DISTRICT 3;55;JO-ANN K. WEGMAN;NP;73;75;35755;99.54
1370;SOIL AND WATER SUPERVISOR DISTRICT 3;55;WRITE-IN (TOTAL);WI;73;75;166;0.46
1371;SOIL AND WATER SUPERVISOR DISTRICT 5;55;WRITE-IN (TOTAL);WI;73;75;3233;100
1372;COUNTY COMMISSIONER DISTRICT 2;56;MALCOLM K (MAC) LEE;NP;91;91;2547;52.68
1373;COUNTY COMMISSIONER DISTRICT 2;56;MARY RYAN;NP;91;91;2279;47.14
1374;COUNTY COMMISSIONER DISTRICT 2;56;WRITE-IN (TOTAL);WI;91;91;9;0.19
1375;COUNTY COMMISSIONER DISTRICT 4;56;ROGER FROEMMING;NP;91;91;4475;99.31
1376;COUNTY COMMISSIONER DISTRICT 4;56;WRITE-IN (TOTAL);WI;91;91;31;0.69
1377;COUNTY AUDITOR;56;WAYNE STEIN;NP;91;91;22264;99.6
1378;COUNTY AUDITOR;56;WRITE-IN (TOTAL);WI;91;91;89;0.4
1379;COUNTY TREASURER;56;STEVE ANDREWS;NP;91;91;22813;99.71
1380;COUNTY TREASURER;56;WRITE-IN (TOTAL);WI;91;91;66;0.29
1381;COUNTY RECORDER;56;WENDY L. METCALF;NP;91;91;21837;99.67
1382;COUNTY RECORDER;56;WRITE-IN (TOTAL);WI;91;91;72;0.33
1383;COUNTY SHERIFF;56;BRIAN E NELSON;NP;91;91;11522;44.88
1384;COUNTY SHERIFF;56;BRIAN SCHLUETER;NP;91;91;14113;54.98
1385;COUNTY SHERIFF;56;WRITE-IN (TOTAL);WI;91;91;36;0.14
1386;COUNTY ATTORNEY;56;DAVID HAUSER;NP;91;91;21891;99.31
1387;COUNTY ATTORNEY;56;WRITE-IN (TOTAL);WI;91;91;153;0.69
1388;SOIL AND WATER SUPERVISOR DISTRICT 1;56;JULIAN SJOSTROM;NP;91;91;13072;99.69
1389;SOIL AND WATER SUPERVISOR DISTRICT 1;56;WRITE-IN (TOTAL);WI;91;91;41;0.31
1390;SOIL AND WATER SUPERVISOR DISTRICT 2;56;NORMAN FJESTAD;NP;91;91;13051;99.69
1391;SOIL AND WATER SUPERVISOR DISTRICT 2;56;WRITE-IN (TOTAL);WI;91;91;41;0.31
1392;SOIL AND WATER SUPERVISOR DISTRICT 2 (2);56;CARL ANNALORA;NP;91;91;2422;27.79
1393;SOIL AND WATER SUPERVISOR DISTRICT 2 (2);56;WILLIAM A (BILL) SCHAEFER;NP;91;91;6269;71.94
1394;SOIL AND WATER SUPERVISOR DISTRICT 2 (2);56;WRITE-IN (TOTAL);WI;91;91;23;0.26
1395;SOIL AND WATER SUPERVISOR DISTRICT 3;56;LYLE E DITTMANN;NP;91;91;8265;99.67
1396;SOIL AND WATER SUPERVISOR DISTRICT 3;56;WRITE-IN (TOTAL);WI;91;91;27;0.33
1397;COUNTY COMMISSIONER DISTRICT 2;57;BOB  CARLSON;NP;34;34;772;98.97
1398;COUNTY COMMISSIONER DISTRICT 2;57;WRITE-IN (TOTAL);WI;34;34;8;1.03
1399;COUNTY COMMISSIONER DISTRICT 3;57;CHARLES  NAPLIN;NP;34;34;1033;99.71
1400;COUNTY COMMISSIONER DISTRICT 3;57;WRITE-IN (TOTAL);WI;34;34;3;0.29
1401;COUNTY COMMISSIONER DISTRICT 4;57;ARDEN COMSTOCK;NP;34;34;752;99.87
1402;COUNTY COMMISSIONER DISTRICT 4;57;WRITE-IN (TOTAL);WI;34;34;1;0.13
1403;COUNTY AUDITOR;57;KENNETH "TERRY" OLSON;NP;34;34;4831;99.88
1404;COUNTY AUDITOR;57;WRITE-IN (TOTAL);WI;34;34;6;0.12
1405;COUNTY TREASURER;57;VICKIE BJORGAARD;NP;34;34;4894;99.88
1406;COUNTY TREASURER;57;WRITE-IN (TOTAL);WI;34;34;6;0.12
1407;COUNTY RECORDER;57;KEN D. SCHMALZ;NP;34;34;4846;99.51
1408;COUNTY RECORDER;57;WRITE-IN (TOTAL);WI;34;34;24;0.49
1409;COUNTY SHERIFF;57;MICHAEL D. HRUBY;NP;34;34;5010;99.64
1410;COUNTY SHERIFF;57;WRITE-IN (TOTAL);WI;34;34;18;0.36
